Gender,Academic_Performance,Favorite_Subjects,Weak_Subjects,Skills,Interests,Personality_Type,Preferred_Career_Type,Hands_On_Learning,Long_Term_Education_Plan,Financial_Affordability,Scholarship_Eligibility,Technical_Aptitude,Analytical_Reasoning,Creativity_Level,Parent_Guidance,Peer_Influence,Distance_To_College,Availability_Of_Courses,Recommended_Path,Suitable_Careers,Suggested_Courses,Skills_To_Develop,Challenges_To_Overcome
Male,72.5,"Geography, Biology",English,"Coding, Leadership","Business, Sports",Introvert,Academic,False,True,Low,False,8.4,5.0,4.7,Neutral,Diploma,35,False,PUC,"Accountant, Business Analyst","Bachelor of Commerce, CA Foundation","Communication, Time Management",Time Management
Male,62.5,"History, English",Geography,"Public Speaking, Problem Solving","Technology, Reading",Introvert,Academic,True,False,High,False,3.2,7.0,5.6,Vocational,PUC,44,False,Diploma,"Engineer, Doctor","MBBS, Bachelor of Science","Technical Skills, Creativity",Time Management
Female,92.0,"English, Mathematics",Geography,"Problem Solving, Coding","Writing, Business",Extrovert,Skill-Based,True,False,Low,True,6.9,7.2,6.3,Academic,Neutral,8,True,Diploma,"Historian, Designer","Literature Studies, Bachelor of Arts","Time Management, Communication",Parental Pressure
Male,76.7,"Chemistry, Physics",Mathematics,"Coding, Teamwork","Art, Music",Ambivert,Academic,True,False,High,True,8.7,9.5,1.5,Neutral,PUC,25,False,Diploma,"Economist, Business Analyst","Bachelor of Commerce, CA Foundation","Technical Skills, Networking",Financial Constraint
Female,73.8,"Chemistry, English",Geography,"Creativity, Leadership","Business, Sports",Introvert,Neutral,False,True,Medium,False,4.7,2.2,3.4,Academic,Neutral,11,True,PUC,"Economist, Business Analyst","Bachelor of Commerce, Diploma in Finance","Technical Skills, Creativity",Parental Pressure
Female,88.5,"Geography, Economics",Physics,"Critical Thinking, Leadership","Art, Music",Ambivert,Neutral,True,True,High,True,7.7,4.4,2.9,Neutral,Diploma,6,False,Diploma,"Engineer, Doctor","Bachelor of Science, Diploma in Engineering","Networking, Time Management",Parental Pressure
Female,64.4,"Physics, Biology",English,"Leadership, Public Speaking","Reading, Business",Extrovert,Skill-Based,False,True,Low,True,1.5,8.7,8.8,Neutral,PUC,25,False,Diploma,"Business Analyst, Marketing Professional","Bachelor of Commerce, Diploma in Finance","Technical Skills, Communication",Time Management
Male,84.7,"Biology, Mathematics",Chemistry,"Creativity, Public Speaking","Business, Technology",Ambivert,Skill-Based,True,True,Medium,False,5.6,8.6,5.6,Vocational,PUC,42,True,Diploma,"Data Analyst, Engineer","Bachelor of Science, MBBS","Communication, Time Management",Lack of Focus
Male,78.8,"English, Geography",Economics,"Leadership, Teamwork","Business, Technology",Introvert,Skill-Based,True,False,Medium,True,6.8,3.8,8.5,Vocational,PUC,28,False,Diploma,"Engineer, Doctor","Bachelor of Science, Diploma in Engineering","Communication, Technical Skills",Lack of Focus
Female,77.9,"Geography, Mathematics",Biology,"Creativity, Problem Solving","Writing, Art",Extrovert,Neutral,False,False,Low,False,7.6,6.7,6.4,Neutral,Diploma,2,True,Diploma,"Scientist, Data Analyst","MBBS, Bachelor of Science","Communication, Coding",Lack of Focus
Female,78.8,"Chemistry, Physics",Biology,"Problem Solving, Leadership","Music, Sports",Introvert,Skill-Based,False,True,Low,False,4.0,7.7,4.1,Vocational,Neutral,37,True,Diploma,"Scientist, Doctor","Diploma in Engineering, MBBS","Communication, Coding",Lack of Focus
Male,77.8,"English, Mathematics",History,"Coding, Creativity","Art, Writing",Extrovert,Academic,False,False,Low,True,6.2,1.9,5.5,Academic,PUC,11,False,PUC,"Historian, Designer","Literature Studies, Bachelor of Arts","Time Management, Communication",Time Management
Male,94.7,"Physics, Biology",Chemistry,"Public Speaking, Leadership","Sports, Music",Extrovert,Academic,False,False,Low,False,3.0,2.9,1.1,Academic,Neutral,7,False,Diploma,"Designer, Historian","Bachelor of Arts, Diploma in Fine Arts","Networking, Creativity",Lack of Focus
Female,88.0,"Economics, History",Biology,"Public Speaking, Coding","Technology, Music",Ambivert,Academic,False,True,Low,False,7.8,4.5,6.6,Academic,Neutral,22,True,PUC,"Data Analyst, Engineer","MBBS, Bachelor of Science","Communication, Coding",Financial Constraint
Male,74.1,"History, Geography",Biology,"Public Speaking, Teamwork","Reading, Business",Extrovert,Skill-Based,True,False,High,True,4.2,8.1,5.7,Vocational,Neutral,15,True,Diploma,"Scientist, Engineer","Diploma in Engineering, Bachelor of Science","Technical Skills, Communication",Time Management
Male,83.0,"Chemistry, History",Physics,"Coding, Creativity","Art, Writing",Ambivert,Neutral,False,False,Low,True,3.6,1.6,4.4,Academic,PUC,50,False,PUC,"Writer, Historian","Bachelor of Arts, Diploma in Fine Arts","Networking, Time Management",Time Management
Male,89.3,"Mathematics, Chemistry",English,"Public Speaking, Coding","Music, Sports",Ambivert,Academic,False,True,Medium,False,3.7,3.2,9.8,Vocational,Neutral,16,True,PUC,"Engineer, Scientist","MBBS, Diploma in Engineering","Coding, Creativity",Parental Pressure
Male,93.2,"Physics, Chemistry",Economics,"Problem Solving, Leadership","Sports, Writing",Introvert,Neutral,False,False,High,False,8.2,4.2,1.4,Vocational,PUC,2,True,PUC,"Economist, Marketing Professional","Bachelor of Commerce, Diploma in Finance","Networking, Coding",Financial Constraint
Male,61.3,"Chemistry, History",Biology,"Leadership, Creativity","Music, Art",Introvert,Neutral,False,True,Medium,True,8.2,9.0,5.4,Academic,PUC,30,True,PUC,"Engineer, Doctor","MBBS, Diploma in Engineering","Technical Skills, Time Management",Time Management
Male,68.2,"English, Mathematics",Biology,"Coding, Teamwork","Music, Writing",Extrovert,Academic,True,True,Low,False,2.6,1.1,8.0,Neutral,Diploma,19,True,PUC,"Data Analyst, Engineer","Diploma in Engineering, MBBS","Time Management, Technical Skills",Time Management
Female,87.1,"History, Economics",Biology,"Teamwork, Coding","Sports, Music",Ambivert,Neutral,True,True,Low,True,8.2,5.8,5.7,Neutral,Neutral,48,False,Diploma,"Economist, Marketing Professional","Diploma in Finance, Bachelor of Commerce","Technical Skills, Time Management",Financial Constraint
Male,65.6,"Biology, Physics",Mathematics,"Critical Thinking, Creativity","Music, Technology",Extrovert,Academic,False,False,High,True,3.5,1.7,6.8,Neutral,Neutral,38,True,Diploma,"Economist, Business Analyst","Diploma in Finance, Bachelor of Commerce","Coding, Networking",Time Management
Female,83.4,"Economics, Geography",Chemistry,"Problem Solving, Critical Thinking","Reading, Writing",Extrovert,Skill-Based,False,False,High,True,3.7,7.4,2.2,Academic,PUC,13,True,Diploma,"Scientist, Engineer","Bachelor of Science, MBBS","Networking, Technical Skills",Financial Constraint
Male,60.7,"Economics, Chemistry",Physics,"Public Speaking, Creativity","Reading, Sports",Extrovert,Neutral,False,True,High,False,3.6,7.0,7.5,Academic,Neutral,8,True,PUC,"Accountant, Marketing Professional","Bachelor of Commerce, CA Foundation","Technical Skills, Coding",Time Management
Female,66.7,"Geography, Mathematics",Economics,"Public Speaking, Coding","Business, Music",Ambivert,Neutral,False,False,Low,True,3.2,2.4,8.2,Neutral,PUC,30,True,Diploma,"Historian, Artist","Diploma in Fine Arts, Bachelor of Arts","Communication, Technical Skills",Lack of Focus
Male,76.0,"Geography, Physics",English,"Leadership, Teamwork","Reading, Music",Ambivert,Neutral,True,True,Medium,True,2.4,9.5,2.0,Academic,PUC,46,False,Diploma,"Data Analyst, Scientist","Diploma in Engineering, MBBS","Creativity, Networking",Parental Pressure
Female,86.1,"Economics, Biology",Chemistry,"Teamwork, Critical Thinking","Technology, Sports",Ambivert,Neutral,False,False,High,False,9.1,3.9,9.0,Vocational,Diploma,2,False,Diploma,"Data Analyst, Engineer","Bachelor of Science, MBBS","Communication, Creativity",Lack of Focus
Female,68.3,"Geography, Mathematics",Biology,"Public Speaking, Creativity","Music, Writing",Ambivert,Academic,False,False,Low,True,4.8,4.6,6.7,Academic,PUC,11,True,Diploma,"Marketing Professional, Business Analyst","CA Foundation, Diploma in Finance","Communication, Technical Skills",Lack of Focus
Male,92.2,"History, Geography",Mathematics,"Creativity, Critical Thinking","Writing, Technology",Ambivert,Neutral,False,True,High,False,9.5,7.8,6.5,Academic,Neutral,34,True,PUC,"Doctor, Engineer","Bachelor of Science, Diploma in Engineering","Time Management, Networking",Lack of Focus
Male,65.7,"Physics, Chemistry",Geography,"Problem Solving, Leadership","Music, Business",Extrovert,Academic,False,False,Medium,False,4.7,8.3,4.4,Vocational,Diploma,13,True,Diploma,"Scientist, Data Analyst","Diploma in Engineering, MBBS","Creativity, Coding",Time Management
Male,89.7,"Chemistry, Mathematics",Economics,"Leadership, Problem Solving","Reading, Music",Extrovert,Neutral,False,True,Low,False,1.5,3.1,6.7,Academic,Neutral,38,False,Diploma,"Designer, Writer","Literature Studies, Diploma in Fine Arts","Networking, Coding",Parental Pressure
Female,76.6,"Physics, Biology",Mathematics,"Critical Thinking, Teamwork","Business, Technology",Ambivert,Neutral,True,True,Low,True,2.6,6.1,7.4,Neutral,Diploma,22,False,Diploma,"Marketing Professional, Accountant","Bachelor of Commerce, Diploma in Finance","Coding, Communication",Financial Constraint
Female,91.8,"Mathematics, Chemistry",Physics,"Critical Thinking, Teamwork","Music, Business",Extrovert,Neutral,False,False,High,False,8.9,9.9,6.6,Vocational,PUC,21,True,PUC,"Historian, Designer","Literature Studies, Bachelor of Arts","Networking, Creativity",Financial Constraint
Female,69.4,"English, Chemistry",Biology,"Problem Solving, Creativity","Business, Art",Extrovert,Academic,False,True,Low,True,4.1,6.5,6.4,Academic,PUC,32,True,PUC,"Engineer, Scientist","Bachelor of Science, MBBS","Creativity, Coding",Parental Pressure
Female,87.1,"Economics, Physics",Geography,"Problem Solving, Leadership","Reading, Sports",Extrovert,Neutral,True,True,Low,True,6.7,7.8,5.8,Academic,Diploma,17,True,Diploma,"Business Analyst, Accountant","Bachelor of Commerce, CA Foundation","Creativity, Technical Skills",Parental Pressure
Male,76.0,"Biology, Mathematics",Physics,"Teamwork, Problem Solving","Business, Sports",Ambivert,Neutral,True,True,Medium,True,7.1,6.6,3.7,Vocational,PUC,19,False,Diploma,"Designer, Writer","Literature Studies, Bachelor of Arts","Technical Skills, Creativity",Financial Constraint
Male,83.1,"Mathematics, Geography",Physics,"Public Speaking, Creativity","Reading, Business",Introvert,Academic,False,True,Low,True,3.8,6.6,9.5,Neutral,Diploma,16,False,PUC,"Artist, Historian","Bachelor of Arts, Diploma in Fine Arts","Technical Skills, Creativity",Financial Constraint
Female,91.8,"Geography, Biology",Economics,"Critical Thinking, Teamwork","Music, Sports",Extrovert,Neutral,False,True,High,True,2.2,6.6,7.2,Neutral,Neutral,49,True,PUC,"Accountant, Business Analyst","CA Foundation, Diploma in Finance","Networking, Communication",Lack of Focus
Male,94.6,"English, History",Physics,"Coding, Problem Solving","Reading, Sports",Ambivert,Academic,False,False,Low,True,8.6,4.9,6.2,Academic,PUC,6,False,Diploma,"Accountant, Marketing Professional","Diploma in Finance, CA Foundation","Technical Skills, Coding",Lack of Focus
Male,92.2,"History, Economics",Geography,"Public Speaking, Creativity","Writing, Technology",Extrovert,Neutral,True,True,Low,True,4.1,7.0,1.1,Vocational,PUC,13,False,Diploma,"Historian, Designer","Literature Studies, Bachelor of Arts","Technical Skills, Networking",Time Management
Female,76.3,"Chemistry, Biology",Mathematics,"Public Speaking, Coding","Sports, Writing",Extrovert,Skill-Based,False,True,Low,True,5.6,2.9,2.7,Neutral,PUC,49,True,Diploma,"Economist, Accountant","Bachelor of Commerce, Diploma in Finance","Technical Skills, Time Management",Time Management
Male,82.3,"Biology, English",Chemistry,"Problem Solving, Creativity","Writing, Sports",Introvert,Skill-Based,False,True,Medium,True,4.7,9.6,7.2,Vocational,Neutral,37,False,Diploma,"Accountant, Business Analyst","Diploma in Finance, CA Foundation","Technical Skills, Time Management",Time Management
Female,92.4,"Physics, Geography",Chemistry,"Public Speaking, Coding","Writing, Art",Extrovert,Skill-Based,True,False,Medium,True,2.5,3.8,1.5,Vocational,PUC,15,False,Diploma,"Scientist, Data Analyst","MBBS, Bachelor of Science","Time Management, Networking",Parental Pressure
Female,94.5,"Mathematics, Economics",Chemistry,"Coding, Critical Thinking","Business, Reading",Introvert,Neutral,False,False,High,False,4.0,6.8,1.7,Vocational,Neutral,27,True,PUC,"Scientist, Data Analyst","Bachelor of Science, Diploma in Engineering","Communication, Networking",Financial Constraint
Female,66.4,"English, History",Chemistry,"Problem Solving, Leadership","Art, Technology",Extrovert,Skill-Based,False,True,Low,True,5.8,5.1,9.1,Neutral,Neutral,44,False,Diploma,"Engineer, Data Analyst","Bachelor of Science, MBBS","Communication, Technical Skills",Parental Pressure
Male,73.6,"Physics, Biology",History,"Teamwork, Problem Solving","Reading, Art",Introvert,Academic,False,False,Medium,True,3.1,1.8,3.2,Academic,Diploma,26,False,Diploma,"Data Analyst, Scientist","MBBS, Bachelor of Science","Technical Skills, Creativity",Lack of Focus
Male,81.3,"Mathematics, Economics",History,"Problem Solving, Public Speaking","Music, Reading",Ambivert,Academic,True,True,Low,True,9.5,1.5,2.0,Academic,Neutral,26,False,PUC,"Business Analyst, Accountant","Diploma in Finance, CA Foundation","Technical Skills, Time Management",Parental Pressure
Female,76.6,"English, History",Geography,"Public Speaking, Coding","Reading, Technology",Ambivert,Skill-Based,False,True,Low,True,2.6,5.8,9.9,Neutral,Neutral,39,False,Diploma,"Doctor, Scientist","Diploma in Engineering, Bachelor of Science","Time Management, Creativity",Time Management
Male,86.6,"English, History",Geography,"Critical Thinking, Public Speaking","Reading, Music",Introvert,Skill-Based,False,False,High,True,6.3,2.7,3.2,Neutral,Diploma,49,True,Diploma,"Economist, Marketing Professional","Diploma in Finance, Bachelor of Commerce","Coding, Networking",Time Management
Female,86.2,"Economics, Physics",History,"Creativity, Coding","Business, Music",Ambivert,Academic,True,False,Low,True,8.4,7.8,7.0,Vocational,Neutral,16,False,Diploma,"Historian, Designer","Diploma in Fine Arts, Literature Studies","Networking, Communication",Lack of Focus
Male,90.2,"Economics, Mathematics",History,"Critical Thinking, Problem Solving","Technology, Business",Extrovert,Skill-Based,True,True,Low,False,9.6,1.7,9.1,Vocational,PUC,23,False,Diploma,"Economist, Marketing Professional","CA Foundation, Diploma in Finance","Networking, Time Management",Lack of Focus
Female,73.6,"Physics, Mathematics",Chemistry,"Coding, Creativity","Writing, Business",Introvert,Academic,True,True,Medium,True,7.9,6.7,1.8,Vocational,PUC,44,True,PUC,"Historian, Artist","Bachelor of Arts, Literature Studies","Networking, Time Management",Financial Constraint
Male,89.6,"Physics, Biology",Geography,"Critical Thinking, Leadership","Reading, Music",Ambivert,Skill-Based,True,False,Medium,True,9.5,2.4,7.9,Neutral,Diploma,6,False,Diploma,"Historian, Writer","Literature Studies, Diploma in Fine Arts","Networking, Creativity",Parental Pressure
Female,86.4,"Chemistry, Biology",Economics,"Teamwork, Coding","Art, Music",Extrovert,Neutral,True,True,Low,False,7.3,8.5,2.1,Vocational,Neutral,14,True,Diploma,"Historian, Artist","Diploma in Fine Arts, Literature Studies","Networking, Coding",Time Management
Male,74.5,"Biology, Geography",Physics,"Teamwork, Creativity","Sports, Art",Extrovert,Neutral,True,True,High,True,1.0,5.2,9.1,Vocational,Diploma,14,False,Diploma,"Engineer, Data Analyst","Diploma in Engineering, MBBS","Communication, Creativity",Time Management
Male,65.6,"Geography, Chemistry",Mathematics,"Coding, Public Speaking","Writing, Sports",Ambivert,Neutral,False,True,Medium,True,1.0,2.0,2.5,Academic,PUC,3,True,PUC,"Designer, Historian","Literature Studies, Bachelor of Arts","Time Management, Coding",Time Management
Male,83.8,"Economics, Geography",Mathematics,"Teamwork, Problem Solving","Business, Art",Ambivert,Neutral,False,False,High,True,7.4,4.2,6.5,Neutral,Neutral,40,True,PUC,"Writer, Artist","Diploma in Fine Arts, Bachelor of Arts","Coding, Communication",Lack of Focus
Female,89.2,"Geography, Chemistry",Physics,"Public Speaking, Critical Thinking","Art, Sports",Extrovert,Academic,True,False,Low,False,7.4,2.4,9.2,Vocational,PUC,17,False,Diploma,"Designer, Historian","Bachelor of Arts, Diploma in Fine Arts","Technical Skills, Networking",Lack of Focus
Female,81.0,"History, Geography",English,"Coding, Teamwork","Business, Reading",Extrovert,Neutral,False,False,Low,False,7.4,6.9,8.0,Academic,Neutral,41,True,Diploma,"Economist, Business Analyst","Diploma in Finance, Bachelor of Commerce","Time Management, Coding",Financial Constraint
Male,76.7,"Biology, Economics",Geography,"Leadership, Critical Thinking","Sports, Business",Extrovert,Skill-Based,False,True,High,False,7.3,4.1,7.2,Vocational,Neutral,48,True,Diploma,"Engineer, Scientist","Diploma in Engineering, MBBS","Creativity, Communication",Financial Constraint
Male,92.0,"Geography, Biology",Economics,"Creativity, Leadership","Technology, Reading",Extrovert,Neutral,True,False,Medium,False,4.5,1.0,6.8,Vocational,Diploma,44,False,Diploma,"Doctor, Data Analyst","Bachelor of Science, Diploma in Engineering","Coding, Time Management",Lack of Focus
Male,95.0,"History, Physics",English,"Coding, Teamwork","Sports, Technology",Ambivert,Academic,True,False,Low,False,7.1,7.4,9.0,Neutral,PUC,25,False,Diploma,"Historian, Artist","Bachelor of Arts, Literature Studies","Networking, Technical Skills",Lack of Focus
Male,90.6,"Geography, History",Chemistry,"Critical Thinking, Public Speaking","Writing, Art",Ambivert,Skill-Based,False,True,Low,False,1.4,9.6,9.8,Academic,Diploma,16,True,Diploma,"Scientist, Data Analyst","Diploma in Engineering, Bachelor of Science","Technical Skills, Networking",Financial Constraint
Male,90.8,"Economics, Mathematics",Chemistry,"Creativity, Critical Thinking","Writing, Art",Ambivert,Skill-Based,False,False,Low,True,4.9,9.7,6.9,Neutral,PUC,28,True,Diploma,"Doctor, Engineer","MBBS, Bachelor of Science","Creativity, Technical Skills",Parental Pressure
Female,92.7,"Physics, Geography",Biology,"Creativity, Problem Solving","Music, Business",Extrovert,Neutral,True,True,High,False,5.3,1.6,5.1,Neutral,Neutral,31,True,Diploma,"Scientist, Data Analyst","Diploma in Engineering, Bachelor of Science","Technical Skills, Time Management",Lack of Focus
Male,84.0,"Biology, Economics",English,"Coding, Creativity","Art, Business",Extrovert,Academic,False,False,High,False,9.2,6.3,8.9,Vocational,Diploma,34,False,Diploma,"Historian, Artist","Literature Studies, Bachelor of Arts","Coding, Technical Skills",Lack of Focus
Male,61.1,"Physics, Mathematics",Chemistry,"Creativity, Problem Solving","Reading, Business",Extrovert,Academic,False,True,Low,True,2.4,5.7,3.7,Academic,Diploma,16,True,PUC,"Historian, Artist","Diploma in Fine Arts, Literature Studies","Technical Skills, Coding",Time Management
Female,73.0,"History, Biology",Chemistry,"Creativity, Teamwork","Reading, Music",Introvert,Academic,True,True,High,True,3.7,6.3,8.1,Neutral,Neutral,31,False,PUC,"Writer, Designer","Literature Studies, Bachelor of Arts","Technical Skills, Coding",Financial Constraint
Female,73.6,"History, Geography",Biology,"Leadership, Public Speaking","Writing, Art",Introvert,Academic,True,True,Low,False,1.3,5.6,8.5,Neutral,Diploma,16,True,PUC,"Economist, Accountant","CA Foundation, Bachelor of Commerce","Technical Skills, Creativity",Lack of Focus
Female,72.1,"Mathematics, Economics",Chemistry,"Critical Thinking, Problem Solving","Art, Business",Ambivert,Skill-Based,True,True,High,False,9.1,1.3,1.2,Vocational,Neutral,8,False,Diploma,"Engineer, Data Analyst","MBBS, Bachelor of Science","Technical Skills, Creativity",Parental Pressure
Male,89.5,"Geography, Biology",English,"Critical Thinking, Teamwork","Writing, Sports",Ambivert,Academic,False,False,High,False,9.1,1.3,1.1,Vocational,PUC,17,False,PUC,"Doctor, Scientist","Bachelor of Science, MBBS","Technical Skills, Coding",Lack of Focus
Female,76.1,"Mathematics, English",History,"Teamwork, Critical Thinking","Art, Writing",Ambivert,Neutral,False,False,Medium,True,6.8,9.2,8.5,Academic,PUC,36,True,Diploma,"Doctor, Scientist","Diploma in Engineering, MBBS","Time Management, Communication",Parental Pressure
Male,74.8,"Mathematics, Geography",Physics,"Critical Thinking, Public Speaking","Art, Sports",Introvert,Skill-Based,True,True,Low,False,6.5,7.7,6.0,Academic,PUC,37,True,Diploma,"Data Analyst, Engineer","Bachelor of Science, Diploma in Engineering","Technical Skills, Communication",Financial Constraint
Female,62.4,"Mathematics, Geography",Physics,"Creativity, Problem Solving","Reading, Technology",Introvert,Neutral,False,False,Medium,False,8.9,9.6,3.6,Academic,PUC,49,True,PUC,"Business Analyst, Accountant","Bachelor of Commerce, CA Foundation","Communication, Creativity",Lack of Focus
Female,89.7,"History, Physics",Chemistry,"Coding, Leadership","Technology, Writing",Ambivert,Skill-Based,True,True,Low,False,9.7,9.8,5.2,Vocational,Diploma,43,False,Diploma,"Data Analyst, Doctor","MBBS, Bachelor of Science","Communication, Coding",Time Management
Female,76.0,"Chemistry, Geography",History,"Public Speaking, Teamwork","Writing, Reading",Introvert,Skill-Based,False,True,High,False,6.3,9.2,7.1,Vocational,Neutral,19,False,Diploma,"Historian, Artist","Diploma in Fine Arts, Literature Studies","Creativity, Technical Skills",Time Management
Male,60.6,"English, History",Economics,"Coding, Teamwork","Music, Art",Extrovert,Neutral,True,True,High,True,9.1,9.3,7.0,Academic,Diploma,1,False,Diploma,"Doctor, Engineer","Bachelor of Science, Diploma in Engineering","Networking, Communication",Financial Constraint
Male,75.0,"Mathematics, History",English,"Coding, Critical Thinking","Art, Business",Ambivert,Neutral,False,False,Medium,False,7.9,7.0,3.5,Academic,Neutral,35,False,Diploma,"Writer, Artist","Bachelor of Arts, Literature Studies","Networking, Time Management",Parental Pressure
Female,61.3,"History, Mathematics",Physics,"Problem Solving, Coding","Art, Business",Ambivert,Neutral,True,True,Low,False,6.2,2.6,9.3,Neutral,Diploma,45,True,Diploma,"Accountant, Marketing Professional","Bachelor of Commerce, CA Foundation","Coding, Communication",Lack of Focus
Male,83.1,"Physics, Chemistry",Geography,"Coding, Public Speaking","Technology, Music",Introvert,Academic,True,False,High,True,9.5,2.4,3.6,Vocational,Neutral,5,True,Diploma,"Business Analyst, Marketing Professional","Bachelor of Commerce, Diploma in Finance","Communication, Creativity",Financial Constraint
Female,67.3,"Chemistry, Biology",History,"Leadership, Coding","Art, Business",Extrovert,Skill-Based,False,False,Low,True,6.2,9.2,8.3,Vocational,PUC,48,False,Diploma,"Engineer, Doctor","MBBS, Diploma in Engineering","Communication, Time Management",Lack of Focus
Male,65.9,"Biology, History",Economics,"Leadership, Critical Thinking","Writing, Art",Ambivert,Skill-Based,False,True,Low,False,4.6,4.6,1.0,Vocational,Neutral,47,False,Diploma,"Business Analyst, Marketing Professional","Diploma in Finance, CA Foundation","Creativity, Technical Skills",Lack of Focus
Female,72.0,"Chemistry, English",Physics,"Coding, Leadership","Sports, Music",Ambivert,Skill-Based,False,False,Low,False,6.6,6.7,7.4,Academic,Neutral,28,True,Diploma,"Designer, Writer","Bachelor of Arts, Literature Studies","Creativity, Communication",Lack of Focus
Female,78.0,"Economics, Physics",Mathematics,"Coding, Problem Solving","Art, Technology",Extrovert,Skill-Based,False,True,Medium,True,8.3,5.1,1.1,Vocational,PUC,8,False,Diploma,"Doctor, Data Analyst","MBBS, Bachelor of Science","Coding, Creativity",Time Management
Male,60.0,"Biology, Chemistry",History,"Problem Solving, Leadership","Business, Art",Introvert,Academic,True,False,Low,True,5.2,1.1,1.7,Vocational,PUC,33,True,Diploma,"Artist, Historian","Diploma in Fine Arts, Bachelor of Arts","Communication, Creativity",Parental Pressure
Male,63.2,"Chemistry, Geography",Economics,"Creativity, Leadership","Art, Writing",Extrovert,Skill-Based,False,True,Low,True,9.3,9.5,4.7,Academic,PUC,49,False,Diploma,"Business Analyst, Economist","CA Foundation, Diploma in Finance","Networking, Technical Skills",Time Management
Male,89.0,"Physics, English",Economics,"Coding, Teamwork","Writing, Technology",Ambivert,Academic,False,False,Medium,True,2.5,8.8,4.7,Vocational,PUC,14,False,PUC,"Accountant, Business Analyst","Diploma in Finance, Bachelor of Commerce","Time Management, Technical Skills",Lack of Focus
Male,84.3,"Chemistry, Geography",English,"Leadership, Coding","Technology, Music",Extrovert,Neutral,True,True,Low,True,6.1,2.2,2.1,Academic,Diploma,40,False,Diploma,"Data Analyst, Engineer","MBBS, Diploma in Engineering","Networking, Creativity",Time Management
Male,63.8,"History, Physics",Mathematics,"Critical Thinking, Public Speaking","Art, Reading",Ambivert,Skill-Based,False,True,Low,False,8.4,7.8,1.9,Vocational,Diploma,38,True,Diploma,"Accountant, Economist","Diploma in Finance, CA Foundation","Technical Skills, Coding",Parental Pressure
Female,76.8,"Physics, Economics",English,"Public Speaking, Leadership","Reading, Sports",Extrovert,Skill-Based,False,True,High,True,7.8,9.3,7.6,Vocational,PUC,3,False,Diploma,"Business Analyst, Economist","Diploma in Finance, Bachelor of Commerce","Creativity, Technical Skills",Financial Constraint
Female,76.8,"Chemistry, Physics",English,"Problem Solving, Public Speaking","Art, Reading",Ambivert,Academic,False,True,Low,True,3.0,1.8,8.0,Vocational,PUC,36,False,PUC,"Designer, Historian","Diploma in Fine Arts, Literature Studies","Communication, Networking",Lack of Focus
Female,89.1,"Biology, Chemistry",Physics,"Public Speaking, Critical Thinking","Technology, Business",Extrovert,Neutral,False,False,High,False,9.6,5.7,7.7,Neutral,PUC,46,False,Diploma,"Marketing Professional, Economist","Diploma in Finance, CA Foundation","Coding, Communication",Time Management
Male,88.0,"Economics, Biology",Mathematics,"Public Speaking, Leadership","Writing, Reading",Extrovert,Academic,True,False,Medium,True,5.7,6.0,1.6,Vocational,Diploma,16,False,Diploma,"Designer, Historian","Diploma in Fine Arts, Bachelor of Arts","Networking, Coding",Time Management
Female,60.9,"History, Physics",Mathematics,"Critical Thinking, Problem Solving","Music, Reading",Introvert,Skill-Based,False,False,Low,True,4.3,7.2,8.9,Vocational,Diploma,45,False,Diploma,"Marketing Professional, Accountant","CA Foundation, Diploma in Finance","Communication, Coding",Lack of Focus
Male,81.4,"Geography, English",Physics,"Problem Solving, Teamwork","Business, Art",Introvert,Academic,False,False,Low,True,5.6,2.0,7.9,Vocational,Neutral,34,True,Diploma,"Data Analyst, Doctor","Bachelor of Science, MBBS","Time Management, Coding",Parental Pressure
Female,60.8,"Mathematics, English",Economics,"Coding, Teamwork","Sports, Writing",Ambivert,Academic,False,False,Medium,False,9.2,4.3,7.9,Vocational,Diploma,11,False,PUC,"Data Analyst, Engineer","Diploma in Engineering, MBBS","Creativity, Technical Skills",Financial Constraint
Female,61.0,"Biology, History",Economics,"Problem Solving, Teamwork","Music, Reading",Extrovert,Academic,False,False,High,True,1.1,8.0,6.9,Vocational,PUC,50,True,Diploma,"Historian, Artist","Literature Studies, Bachelor of Arts","Creativity, Coding",Time Management
Male,65.4,"Biology, Mathematics",History,"Teamwork, Problem Solving","Technology, Business",Extrovert,Academic,False,False,High,False,7.6,4.4,9.2,Neutral,PUC,15,False,Diploma,"Data Analyst, Scientist","MBBS, Bachelor of Science","Coding, Networking",Lack of Focus
Female,65.8,"History, Chemistry",Mathematics,"Critical Thinking, Teamwork","Writing, Business",Introvert,Neutral,False,False,Low,True,1.2,1.1,5.2,Vocational,Diploma,29,True,PUC,"Accountant, Business Analyst","CA Foundation, Diploma in Finance","Communication, Technical Skills",Time Management
Female,94.7,"History, English",Mathematics,"Problem Solving, Creativity","Music, Business",Introvert,Neutral,False,True,Low,True,2.8,5.4,7.7,Neutral,Neutral,16,True,PUC,"Scientist, Data Analyst","Bachelor of Science, Diploma in Engineering","Creativity, Technical Skills",Time Management
Female,73.6,"Physics, English",Mathematics,"Leadership, Critical Thinking","Reading, Art",Ambivert,Academic,False,False,Low,True,1.3,6.3,3.9,Academic,PUC,38,False,Diploma,"Marketing Professional, Accountant","CA Foundation, Diploma in Finance","Coding, Technical Skills",Financial Constraint
